stop_sequence,from_id,to_id,status,line,type,day,part_of_the_day,delay
11.0,17,99,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
6.0,36,120,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
6.0,15,22,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
1.0,124,124,departed,Princeton Shuttle,NJ Transit,Monday,early_morning,0
3.0,89,95,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
2.0,142,100,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
9.0,2,10,estimated,Atl. City Line,NJ Transit,Monday,early_morning,0
2.0,103,38,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
3.0,38174,66,departed,Main Line,NJ Transit,Monday,early_morning,0
10.0,37953,107,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
8.0,88,143,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
2.0,105,38187,departed,Morristown Line,NJ Transit,Monday,early_morning,0
6.0,83,103,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
4.0,134,121,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,1
3.0,38,84,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
7.0,20,147,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
2.0,74,73,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
8.0,156,42,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
2.0,107,38105,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
11.0,41,109,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
14.0,27,77,departed,Morristown Line,NJ Transit,Monday,early_morning,0
12.0,106,63,estimated,Montclair-Boonton,NJ Transit,Monday,early_morning,0
9.0,89,38081,estimated,Montclair-Boonton,NJ Transit,Monday,early_morning,0
5.0,154,19,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
8.0,29,115,departed,Main Line,NJ Transit,Monday,early_morning,0
1.0,38081,38081,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
11.0,154,106,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
6.0,59,37169,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
5.0,38174,63,estimated,Pascack Valley,NJ Transit,Monday,early_morning,0
1.0,129,129,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
3.0,64,131,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
5.0,71,9,departed,Atl. City Line,NJ Transit,Monday,early_morning,0
6.0,61,112,departed,Morristown Line,NJ Transit,Monday,early_morning,0
1.0,32906,32906,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
13.0,110,5,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
7.0,140,81,departed,Morristown Line,NJ Transit,Monday,early_morning,0
3.0,106,37,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
4.0,95,150,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
4.0,158,11,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
8.0,139,119,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
3.0,38187,107,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
19.0,11,107,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
1.0,67,67,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
14.0,145,81,departed,Morristown Line,NJ Transit,Monday,early_morning,1
3.0,78,38417,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
12.0,106,105,estimated,Morristown Line,NJ Transit,Monday,early_morning,0
1.0,49,49,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
7.0,120,102,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
2.0,148,32905,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
11.0,155,32,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
8.0,138,24,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
5.0,107,38187,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
7.0,22,8,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
4.0,66,75,departed,Main Line,NJ Transit,Monday,early_morning,0
12.0,99,104,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
3.0,34,91,departed,Morristown Line,NJ Transit,Monday,early_morning,0
1.0,151,151,departed,Main Line,NJ Transit,Monday,early_morning,0
3.0,73,130,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
6.0,19,50,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
15.0,134,38174,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
7.0,112,23,departed,Morristown Line,NJ Transit,Monday,early_morning,0
3.0,38105,31,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
9.0,143,48,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
2.0,129,138,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
10.0,38187,105,estimated,Northeast Corrdr,NJ Transit,Monday,early_morning,0
14.0,5,43,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
9.0,115,33,departed,Main Line,NJ Transit,Monday,early_morning,0
2.0,38081,89,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
9.0,127,83,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
16.0,87,106,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
5.0,150,153,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
21.0,39472,67,departed,Morristown Line,NJ Transit,Monday,early_morning,1
5.0,136,145,departed,Morristown Line,NJ Transit,Monday,early_morning,0
15.0,77,30,departed,Morristown Line,NJ Transit,Monday,early_morning,0
9.0,42,111,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
5.0,121,25,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,1
3.0,100,118,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
5.0,75,33,departed,Main Line,NJ Transit,Monday,early_morning,0
4.0,84,83,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
4.0,37,23,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
2.0,124,125,estimated,Princeton Shuttle,NJ Transit,Monday,early_morning,0
2.0,145,87,cancelled,Morristown Line,NJ Transit,Monday,early_morning,0
8.0,81,87,departed,Morristown Line,NJ Transit,Monday,early_morning,0
2.0,105,38187,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
8.0,147,69,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
12.0,109,37953,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
7.0,57,149,departed,Main Line,NJ Transit,Monday,early_morning,0
4.0,131,51,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
2.0,49,117,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
3.0,38,84,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,1
2.0,67,39472,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
4.0,38417,128,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
7.0,35,34,departed,Morristown Line,NJ Transit,Monday,early_morning,1
8.0,23,37,departed,Morristown Line,NJ Transit,Monday,early_morning,0
12.0,103,125,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
9.0,24,21,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
15.0,81,140,departed,Morristown Line,NJ Transit,Monday,early_morning,1
4.0,107,37953,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
8.0,102,44,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
2.0,151,64,departed,Main Line,NJ Transit,Monday,early_morning,0
3.0,89,95,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
10.0,48,17,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
1.0,148,148,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
8.0,8,4,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
7.0,37169,107,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
13.0,38174,63,estimated,Main Line,NJ Transit,Monday,early_morning,0
2.0,32906,103,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
7.0,50,14,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
7.0,103,32906,estimated,Northeast Corrdr,NJ Transit,Monday,early_morning,0
15.0,43,146,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
1.0,142,142,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
5.0,23,112,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
9.0,69,98,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
6.0,25,126,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
4.0,91,92,departed,Morristown Line,NJ Transit,Monday,early_morning,0
16.0,14,106,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,1
1.0,74,74,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
10.0,33,75,departed,Main Line,NJ Transit,Monday,early_morning,0
6.0,33,115,departed,Main Line,NJ Transit,Monday,early_morning,0
3.0,113,86,departed,Main Line,NJ Transit,Monday,early_morning,0
9.0,119,158,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
5.0,37953,158,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
12.0,139,37169,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
4.0,118,90,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
6.0,153,152,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
4.0,95,150,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
11.0,107,38187,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
10.0,111,132,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
4.0,31,32,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
3.0,138,24,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
16.0,30,92,departed,Morristown Line,NJ Transit,Monday,early_morning,0
8.0,34,94,departed,Morristown Line,NJ Transit,Monday,early_morning,1
9.0,87,136,departed,Morristown Line,NJ Transit,Monday,early_morning,0
8.0,38187,105,estimated,Northeast Corrdr,NJ Transit,Monday,early_morning,0
5.0,128,3,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
3.0,117,45,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
13.0,104,145,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
10.0,83,84,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
6.0,112,61,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
5.0,51,126,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
10.0,38105,107,estimated,Raritan Valley,NJ Transit,Monday,early_morning,0
6.0,145,27,departed,Morristown Line,NJ Transit,Monday,early_morning,0
8.0,14,152,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
3.0,38187,106,departed,Morristown Line,NJ Transit,Monday,early_morning,0
4.0,84,83,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,1
13.0,37169,59,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
5.0,90,114,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
3.0,64,131,departed,Main Line,NJ Transit,Monday,early_morning,0
9.0,4,40,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
9.0,37,106,departed,Morristown Line,NJ Transit,Monday,early_morning,0
3.0,32905,125,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
3.0,87,81,cancelled,Morristown Line,NJ Transit,Monday,early_morning,0
11.0,75,66,departed,Main Line,NJ Transit,Monday,early_morning,0
8.0,149,137,departed,Main Line,NJ Transit,Monday,early_morning,0
4.0,130,85,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
7.0,152,14,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
1.0,105,105,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
7.0,37169,139,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
5.0,37953,109,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
22.0,67,101,departed,Morristown Line,NJ Transit,Monday,early_morning,1
16.0,146,160,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
10.0,98,39635,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
2.0,74,40,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
7.0,115,29,departed,Main Line,NJ Transit,Monday,early_morning,0
4.0,24,21,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
5.0,11,127,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
5.0,55,9,departed,Atl. City Line,NJ Transit,Monday,early_morning,0
5.0,92,30,departed,Morristown Line,NJ Transit,Monday,early_morning,0
5.0,32,47,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
7.0,126,51,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
16.0,106,105,estimated,Gladstone Branch,NJ Transit,Monday,early_morning,0
11.0,126,38174,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
11.0,17,99,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
5.0,150,153,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
8.0,107,63,estimated,No Jersey Coast,NJ Transit,Monday,early_morning,0
7.0,61,97,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
10.0,21,36,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
9.0,152,153,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
13.0,125,32905,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
13.0,37953,107,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
3.0,38187,107,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,1
2.0,148,32905,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
11.0,132,110,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
9.0,44,32,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
6.0,3,151,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,1
17.0,92,91,departed,Morristown Line,NJ Transit,Monday,early_morning,0
2.0,142,100,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
3.0,103,38,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
6.0,114,159,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
3.0,39472,35,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
8.0,14,50,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
7.0,27,77,departed,Morristown Line,NJ Transit,Monday,early_morning,0
1.0,125,125,departed,Princeton Shuttle,NJ Transit,Monday,early_morning,0
6.0,126,25,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
6.0,109,41,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
6.0,47,155,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
6.0,153,152,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
4.0,86,26,departed,Main Line,NJ Transit,Monday,early_morning,0
1.0,148,148,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
10.0,136,145,estimated,Morristown Line,NJ Transit,Monday,early_morning,0
11.0,39635,72,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
11.0,84,38,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
8.0,97,140,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
4.0,131,52,departed,Main Line,NJ Transit,Monday,early_morning,1
1.0,145,145,departed,Morristown Line,NJ Transit,Monday,early_morning,0
8.0,51,131,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
4.0,106,23,departed,Morristown Line,NJ Transit,Monday,early_morning,0
1.0,105,105,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
8.0,139,119,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
16.0,38174,63,estimated,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
6.0,9,55,departed,Atl. City Line,NJ Transit,Monday,early_morning,0
16.0,140,106,departed,Morristown Line,NJ Transit,Monday,early_morning,1
8.0,27,140,departed,Morristown Line,NJ Transit,Monday,early_morning,0
12.0,81,105,estimated,Morristown Line,NJ Transit,Monday,early_morning,0
12.0,99,104,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
10.0,153,150,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
9.0,94,91,departed,Morristown Line,NJ Transit,Monday,early_morning,1
3.0,40,4,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
23.0,101,93,estimated,Morristown Line,NJ Transit,Monday,early_morning,1
6.0,30,77,departed,Morristown Line,NJ Transit,Monday,early_morning,0
3.0,100,118,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
5.0,85,59,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
1.0,35,35,departed,Morristown Line,NJ Transit,Monday,early_morning,0
11.0,38417,38174,estimated,Bergen Co. Line ,NJ Transit,Monday,early_morning,1
4.0,45,18,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
12.0,110,5,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
9.0,50,19,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
7.0,151,64,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,1
10.0,40,74,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
8.0,29,116,departed,Main Line,NJ Transit,Monday,early_morning,0
14.0,145,136,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
6.0,38187,105,estimated,Northeast Corrdr,NJ Transit,Monday,early_morning,0
9.0,137,144,departed,Main Line,NJ Transit,Monday,early_morning,0
8.0,77,30,departed,Morristown Line,NJ Transit,Monday,early_morning,0
9.0,140,81,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
14.0,59,85,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
5.0,21,36,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
1.0,103,103,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
7.0,159,62,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
6.0,83,107,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,1
4.0,107,37953,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,1
6.0,127,70,departed,No Jersey Coast,NJ Transit,Monday,early_morning,1
9.0,131,64,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
5.0,52,58,departed,Main Line,NJ Transit,Monday,early_morning,1
2.0,125,124,estimated,Princeton Shuttle,NJ Transit,Monday,early_morning,0
7.0,152,14,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
12.0,66,38174,departed,Main Line,NJ Transit,Monday,early_morning,0
7.0,25,121,departed,Bergen Co. Line ,NJ Transit,Monday,early_morning,0
7.0,41,70,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
11.0,150,89,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
1.0,105,105,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
1.0,63,63,departed,Main Line,NJ Transit,Monday,early_morning,0
5.0,23,112,departed,Morristown Line,NJ Transit,Monday,early_morning,0
6.0,158,139,estimated,No Jersey Coast,NJ Transit,Monday,early_morning,0
4.0,38,84,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
18.0,91,94,departed,Morristown Line,NJ Transit,Monday,early_morning,0
13.0,5,43,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
4.0,4,8,departed,No Jersey Coast,NJ Transit,Monday,early_morning,0
10.0,32,31,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
3.0,32905,125,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
2.0,105,38187,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
20.0,107,105,estimated,No Jersey Coast,NJ Transit,Monday,early_morning,0
10.0,19,154,departed,Montclair-Boonton,NJ Transit,Monday,early_morning,0
10.0,91,92,departed,Morristown Line,NJ Transit,Monday,early_morning,1
6.0,9,71,departed,Atl. City Line,NJ Transit,Monday,early_morning,0
12.0,38,103,departed,Northeast Corrdr,NJ Transit,Monday,early_morning,0
5.0,18,12,departed,Gladstone Branch,NJ Transit,Monday,early_morning,0
7.0,155,44,departed,Raritan Valley,NJ Transit,Monday,early_morning,0
4.0,118,90,departed,Pascack Valley,NJ Transit,Monday,early_morning,0
7.0,77,27,departed,Morristown Line,NJ Transit,Monday,early_morning,0
